id,title,description,publishTime,viewCount,likeCount,commentCount
Ih2WTyY62J4,"$250,000 Influencer Rock, Paper, Scissors Tournament","This rock, paper, scissors tournament consists of 32 of the worlds biggest influencers! $250000 will go to a charity of the winner's ...",2020-04-26 01:36:25+00:00,42561056,1564281,57070.0
t4OumncEiKo,I Took Apart My Friends Car And Put It In His Room,WE PUT HIS CAR IN HIS ROOM AND SURPRISED HIM Visit https://spons.org/MrBeast on your iPhone or Android phone to install ...,2018-05-25 22:41:59+00:00,14738477,291237,12426.0
Su34c5Z8DW4,I Put Millions Of Pennies In My Friends Backyard,YOU WON'T BELIEVE HOW HE REACTED TO THIS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-12-08 21:05:02+00:00,72591815,1462740,57723.0
_uwNDiU04zE,"If You Press This, I’ll Pay...",Subscribe and I'll Donate $0.10 To Charity Play Rogue Company FREE today! http://hrz.io/MrBeast New Merch ...,2021-02-13 21:00:01+00:00,43200518,2650285,155981.0
op0N7axawJA,"I Gave $20,000 To Random Homeless People",THEY WERE SO HAPPY! NEW Merch Store! - https://mrbeastshop.shop/ ...,2018-02-17 00:40:00+00:00,43234255,1206444,75177.0
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,"HOW DID IT DO THAT? like for a free package PO BOX ADDRESS 740 SE Greenville Blvd., Ste. 400-344 Greenville, NC 27858 ...",2016-12-18 02:00:04+00:00,8210999,701385,16235.0
9vB-48kHbBU,I Built A Giant House Using Only Legos,THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-12-02 20:05:01+00:00,54381499,927301,50622.0
9yrdFAJUSaU,"Donating $100,000 To Shroud In Real Life","YOU WON'T BELIEVE HOW HE REACTED TO THIS LOL Download Apex Legends for free on PC, PS4, and Xbox here: ...",2019-04-04 21:05:59+00:00,29230372,834049,21556.0
MC5h-ShR-S8,"We Drove 3,000 Miles For The World&#39;s Best Burger",THIS WAS THE CRAZIEST THING I'VE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-06-09 21:13:59+00:00,45965096,1090900,96741.0
xpNeg0hPZIs,Playing Battleship With Real Ships,THIS IS 100% THE BEST THING WE HAVE EVER DONE! Open to see giveaway entries! 1.) Follow ...,2019-04-06 20:05:58+00:00,31066889,871774,35706.0
2O8wta4FsD4,STUPIDEST PERSN ON EART (Really Dumb),HOW IS HE SO STUPID? like or I eat your mom's dinner Rock - https://www.youtube.com/watch?v=KkS_sth28rs Paper ...,2016-11-28 00:01:52+00:00,2439564,184968,13366.0
XKFKPQHdWRI,Breaking Glass Using Only Megaphones,100 MEGAPHONES VS GLASS!!! SUBSCRIBE OR I DELETE YOUR MINECRAFT ACCOUNT NEW Merch Store! - mrbeast.shop ...,2018-03-17 22:22:47+00:00,49965035,1304718,78123.0
iUzi5JmJNWc,Surprising Strangers With 100 Zombies - Experiment,YOU WON'T BELIEVE HOW PEOPLE REACTED TO THIS LOL Download PUBG Mobile For Free - http://bit.ly/PUBGMBeast ...,2019-03-03 22:04:59+00:00,48166891,1422990,56335.0
yUXIx2l8kko,I Bought An Abandoned Storage Unit And Found This..,CRAZIEST DAY OF MY LIFE SUBSCRIBE FOR A FREE CAR BUY ASIAN STICKER HERE https://mrbeast.shop/ ...,2017-12-01 23:44:58+00:00,33940557,592579,23978.0
9-HphHIJS9c,"How I Gave Away $1,000,000","lots of you ask where my money comes from, so here ya go New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...",2018-12-25 21:05:01+00:00,14036468,485696,35394.0
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,2018-08-15 21:08:59+00:00,48999554,929022,32940.0
5Hg_QSIJm8I,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",A lot of people are going through a ruff time right now so I tried my best to do some good :) Get the best deals while you're stuck at ...,2020-05-07 19:59:59+00:00,34742586,1286931,67609.0
mM2KwBYa-u4,My Mom Found My Channel!! :0,"The person who gave birth to me, aka my mom, found out about my youtube channel. Twitter Please Follow!",2015-08-20 01:44:22+00:00,577900,21732,2169.0
BMZP4CtphaU,Life Hacks You Need To Know,I CAN'T BELIEVE THIS WORKED! BUY ERIC HERE - https://mrbeast.shop/ ...,2017-12-08 22:49:10+00:00,7023942,195004,11230.0
NZR4WEjpOQg,Winning A Game Of Fortnite In The Middle Of The Ocean,"I CAN'T BELIEVE I DID THIS, IT WAS CRAZY SUBSCRIBE OR I TAKE YOUR DOG Outro winner ...",2018-04-25 22:09:02+00:00,28859580,735603,49475.0
ZV7rU6lnAKQ,"$200,000 Youtuber Battle Royale",Check out part 2 here: https://www.youtube.com/watch?v=P845PrVtWIk 13 Teams All Competing For $200000 ...,2019-03-12 22:00:00+00:00,44369464,1574831,146907.0
gKVZz4kcuns,"$10,000 Games Of Rock Paper Scissors",THESE ARE THE MOST EPIC GAMES OF ROCK PAPER SCISSORS EVER! DOWNLOAD THE BEST APP EVER HERE ...,2018-11-04 21:05:02+00:00,16983879,479871,26100.0
g2rbhIB-ITM,"I Donated $30,000 To A Random Twitch Streamer (world record)",WE CHANGED HIS LIFE! Download Like here - https://like.onelink.me/FvnB/e11cc55c SUBSCRIBE FOR A FREE CAR ...,2018-01-28 00:11:02+00:00,32020553,1039751,57453.0
uotb9ZHnI2g,"Tipping Pizza Delivery Guys $10,000",Download Quidd - http://bit.ly/2x2KvwR Please support them for making this possible! SUBSCRIBE FOR A FREE CAR ...,2017-08-23 21:44:24+00:00,21663202,677975,41834.0
rPXmbM2UEbU,"Giving $100,000 To A Homeless Person","THIS VIDEO IS ONE OF OUR BEST VIDEOS TO DATE, I LOVE IT! Download Dragon City Here ...",2018-12-23 21:00:01+00:00,28159334,980971,73387.0
QapO3maXd9k,Donating $10000 To Pewdiepie,I love Pewdiepie and we must help when he wants help! Donate To CRY Here - https://www.cry.org/donation/indian-donors ...,2018-12-16 21:05:02+00:00,43564553,1641305,51884.0
Pe3pGsCeYXg,"Giving 3,000,000 Pennies To My 3,000,000th Subscriber",I GAVE HIM 3000000 PENNIES LOL SUBSCRIBE FOR A FREE CAR NEW Merch Store! - https://mrbeastshop.shop/ ...,2018-02-22 23:14:03+00:00,8485379,229178,22968.0
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",2016-04-04 19:30:01+00:00,1717692,113512,12057.0
wDqJZ_2ZA3A,"I Spent $30,000 On Lottery Tickets And Won ____","LOL I CAN'T BELIEVE I DID THIS, THIS WAS INSANE!!! Get Honey For FREE at - http://joinhoney.com/mrbeast Honey has saved ...",2018-09-28 21:05:00+00:00,16657770,418798,23158.0
8TFq_vvO_Wg,MrBeast6000&#39;s First Video (So Bad lol),This is the first video I uploaded to this channel!,2015-11-19 21:29:40+00:00,10944588,434540,33502.0
UlUcwJc5nBs,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",You won't believe what I gave him! New Merch - https://shopmrbeast.com/ His Channel ...,2018-09-19 20:05:01+00:00,26054536,464693,19081.0
pzlPJmNyepA,What is Crohn&#39;s Disease?????,"Ummm, Idk what I am supposed to write here xD Enjoy the video. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow?",2015-04-04 20:31:25+00:00,211427,8480,882.0
w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,"This is a video where I talk, and now your watching it. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-14 23:52:57+00:00,17500,685,90.0
vETSAZgfDP4,I Flew Using Only Balloons AND Leaf Blowers,I ACTUALLY FLEW THIS TIME OMG SUBSCRIBE OR I TAKE YOUR DOG ...,2018-04-23 22:09:02+00:00,30121386,601898,46179.0
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.,2014-05-31 21:06:55+00:00,115104,3389,633.0
dBxOYE2j55U,Make This Video The Most Liked Video On Youtube,"WHAT IS UP LOGANG, MAKE SURE YOU LIKE THE VIDEO AND WATCH TO THE END TO SEE WHO WON THE EGG ...",2019-01-16 22:05:01+00:00,96461544,19036898,277069.0
syMozMiJneM,Why I Stopped Playing Video Games - Video Game Commentary,"Why I stopped Playing Video Games, is what I talk about in this video and I hope you enjoy! CLICK THIS LINK FOR PIE!",2015-10-25 21:20:24+00:00,34562,1107,159.0
1UygJmcHUdQ,I Got Bored Of Studying So This Happened,I hate studying METH = DEATH.,2015-10-13 01:15:19+00:00,233683,8693,627.0
-0zoWMSEOGg,"I Gave My 6,000,000th Subscriber 6,000,000 ____",YOU WON'T BELIEVE WHAT WE GAVE HIM Best Shirts On The Internet - https://shopmrbeast.com/ 6000000th subscriber ...,2018-07-25 21:11:00+00:00,15047117,353842,33237.0
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,In this video I talk about how much Penguinz0 makes off of youtube. He is almost at 1 Million subs and if you have not heard of ...,2014-05-16 23:53:55+00:00,51463,2140,318.0
TZPlDuYrcDQ,Minecraft Mansion Timelapse,"Thanks for stopping by and watching what I hope to be a weekly series. I thought this build turned out well, and make sure you let ...",2014-02-22 23:51:15+00:00,512683,16722,2286.0
uBC7805Smsg,"I Gave $500,000 To Random People",I hope this made a difference in a lot of people's lives. New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-05-11 22:40:59+00:00,12786639,395913,31580.0
gYaxI_allkQ,Am I Ian From Smosh????,Is Mr.Beast actually Ian from Smosh? This is something that I actually get asked a lot. Twitter Please Follow!,2015-08-02 19:09:03+00:00,334608,5950,419.0
lfD7kMZKuNg,Big Channel&#39;s Starting Over???,This video is about people who I have watched that started over with a new channel. Pico - https://www.youtube.com/user/pico210 ...,2015-08-05 10:00:02+00:00,20511,569,92.0
cRPldarzw-M,1k Subs,Hey thanks for subscribing to me. I will upload daily soon. The first part of April is always busy for me because I am playing for two ...,2014-04-13 23:53:33+00:00,16268815,1223832,94369.0
GxTVDClFXuc,MrBeast6000Subs,Insert funny joke Follow my twitter - https://twitter.com/MrBeastYT Guy Singing ...,2015-08-23 11:00:00+00:00,245023,16919,2419.0
9zFfp3gzZ88,I Hate Youtubers That Ask For Likes,This is just a random rant on things I do not like on youtube. aka asking for likes and supply drop openings. Twitter Please Follow!,2015-08-20 19:13:03+00:00,104617,6809,653.0
Kgu2ApayYvI,How Much Money Do I Make?????,"Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :) = Enjoy the video? Click here!",2014-03-16 01:24:25+00:00,84573,2920,496.0
RywkkwO78m8,Flat Earth PROVEN By Independent Research,WE PROVED THE EARTH IS NOT ROUND!!!!!!!!!!!! SUBSCRIBE IF YOU WERE LIED TO! New Merch - https://shopmrbeast.com/ ...,2018-09-22 20:05:01+00:00,24412125,710958,137610.0
Y74b7WlcEpk,More birds IN MINECRAFT!!,Basically what this mod does is adds more birds to minecraft. i forgot to mention that you can find nest which have eggs in them....,2013-01-12 23:35:45+00:00,506898,21718,2581.0
rqUvnLPvbrM,Reacting To The Reaction Of The Reaction To The Reaction Of The Reaction Of The Reaction To The Reac,To the reaction of the reaction to the reaction of the reaction to the reaction of the reaction to the reaction of the reaction to the ...,2017-02-22 00:00:04+00:00,5786746,305250,26107.0
AS5CxLCWq-Q,Watching Dance Till You&#39;re Dead For 10 Hours,I WATCHED THE WHOLE VIDEO Enter $500 Giveaway - bit.ly/2nVhJgm SUBSCRIBE FOR A COOKIE Buy Shirts Here ...,2017-03-21 22:40:12+00:00,41438586,1963567,
5PCxQSMOl3o,i&#39;m really sorry,i hope you guys can forgive me SUBSCRIBE FOR A FREE CAR ---------------------------------------------------------------- ▻ Follow all ...,2017-10-26 21:30:00+00:00,5014873,182509,10350.0
yyJ7xEcENNI,How Much Does Pewdiepie Make?,Ever wonder how much money pewdiepie makes off of youtube? Well in this video I am going to talk about pewdiepie's earnings.,2015-06-28 22:41:05+00:00,73732,1453,152.0
ZQZzR0DUujc,"New Optic Gaming Gear Coming To Advanced Warfare, My Thoughts",This video is just my thoughts on the new optic gaming gear that is coming to advanced warfare. Twitter Please Follow!,2015-08-01 16:47:55+00:00,13866,372,116.0
9Ax56oRhcZc,Counting To 10000 In One Sitting,Counting To 10000 In One Sitting ------------------------------------------------------------------------------------------------------------- →→ FOLLOW ...,2016-02-01 00:27:55+00:00,28154562,458612,47868.0
ZJwX2jTXWwQ,Watching It&#39;s Everyday Bro For 10 Hours Straight,"10 hours of suffering WE WROTE, SHOT, and EDITED THIS IN 1 DAY. HOPE YOU ENJOY... SUBSCRIBE FOR A FREE CAR ...",2017-06-17 21:06:02+00:00,26671457,784587,72616.0
xWcldHxHFpo,"I Counted To 100,000!",I can't believe I did this.. Like or I eat your food ...,2017-01-09 00:00:39+00:00,24615965,1160687,123330.0
mGIpOtncmSM,"Saying Pewdiepie 100,000 Times",I SAID HIS NAME 100000 TIMES TO STOP TSERIES IN THEIR TRACKS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-11-25 21:07:01+00:00,21218820,1451275,173184.0
v1ELS84GQu8,If This Video Gets One Million Views.....,Be a dear and share this with your friends because believe it or not this video will one day have one million views..... My gut said ...,2013-09-07 02:28:05+00:00,10502519,1005429,71337.0
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),2015-08-11 10:00:00+00:00,68043,1887,457.0
t8aM4HuVLrQ,This is a block? Since when lol.,"This is the first time i ever encountered the yellow block or so called ""sponge"" in minecraft. since when is this a block?",2013-01-21 22:30:09+00:00,358979,15261,3076.0
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",These are three eastereggs I found in Ghost.... Feel free to go into a private match and shoot them and see what happens :),2013-11-17 18:26:11+00:00,36889,1557,213.0
vZrL_FFITgs,Subscriber Goals For 2016,"I thought this was really cool, make sure to leave a comment if you want to be in next year's video! ▻ Subscribe?",2015-02-28 17:12:07+00:00,24299,723,392.0
9CVwXBYVqVk,"Counting To 200,000 (Road To A Mil)","I can't believe I did this *expand* Like I said at the beginning of the video, I didn't want to speed this up but I had no choice.",2017-02-18 00:00:03+00:00,3355198,133821,19482.0
2IGxSOfsBok,I Hate Pewdiepie!!!!!,I pretty much explain it in the video. I dont hate pewds I just want to see how many little 12 years olds will come and dislike this ...,2014-02-01 00:16:57+00:00,2658845,220504,15904.0
clcN3OA8SNw,Best Minecraft Castle Ever?,10 likes would make my day xD This is currently the BEST minecraft castle i have ever seen. I played survival on it and one ...,2013-01-27 01:52:40+00:00,162434,8942,1505.0
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,Just listen to these people rage about my noob tube its hilarious!!,2013-08-16 03:04:45+00:00,52241,1793,333.0
bEIK5ni_Pzs,How Many People Get The Diamond Play Button?????,This is about the new diamond play button that youtube released at Vid-Con. You have to have over 10 million subscribers to ...,2015-07-25 10:00:03+00:00,1710824,16806,2775.0
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,This is an INSANE noteblock song! I hope you enjoy and be sure to leave a like if you listen all the way through!,2013-03-10 22:19:14+00:00,187784,8105,1375.0
v3tbnlc5cfo,Battle Pirates!,This is a really fun game that if you have never heard of before you should go check out! = Enjoy the video? Click here!,2013-09-21 22:18:59+00:00,35074,1609,424.0
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,Yes I have made 2 videos like this in the past but this is the last one I will make. Pewdiepie is the number one youtuber and alot of ...,2014-05-24 19:33:12+00:00,154946,3077,283.0
moMJjt5KECc,Money Problems,This is a little different of a video and I just want to know what you think!,2014-08-20 17:40:18+00:00,102215,2548,294.0
00NgUctWoLQ,"Extreme $1,000,000 Hide And Seek",I didn't expect that to happen at the end I was so confused haha ...,2021-12-18 21:00:00+00:00,24819231,1804838,64247.0
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,I decided after reading all the comment's and messages that I would bring this back. So to kick it off I talk about Tobuscus and how ...,2014-05-14 23:06:58+00:00,24821,628,160.0
HuLAAXZXIy0,This Kid Should Quit COD....,"The video says it all. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type ...",2014-06-02 21:37:07+00:00,35007,780,139.0
NiqkH7qVW0U,100k Subs With No Videos????,I have lost my faith in humanity The channel ...,2015-04-11 16:51:40+00:00,378591,7529,2843.0
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),"This city is HUGE! I only show a little part of it in this video, if you want to see the whole thing just download it!",2013-04-11 01:00:01+00:00,142222,5155,738.0
yeHjsYQ076A,Remember When COD Was Fun?,"Yup, another very pointless video ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-26 21:26:36+00:00,16251,572,145.0
X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,Look at this - http://gyazo.com/8852509d2350db03af8ac1afa9172102 I probably should have done something easier for my first ...,2015-06-21 12:22:34+00:00,15687,633,105.0
AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),The beginning of the video is a little off topic but I bring it all back in the finally minutes of the video. ▻ Subscribe?,2015-05-29 20:07:48+00:00,18399,505,117.0
RCvnytndd9c,"Last To Leave VR Wins $20,000",YOU WON'T BELIEVE HOW LONG THEY LASTED!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2019-06-08 20:00:01+00:00,82554253,1903933,90131.0
pV7UcYW1OwA,Computer vs Console My Perspective.,I talk about pc's and consoles in this video. I used to be a full all out console person but now with my new pc things have changed.,2014-06-02 18:08:34+00:00,40795,1156,230.0
zi7tZ-2PhLk,How Much Money Do You Make As An Uber Driver??????,In this video I talk about being an uber driver and give my thoughts and analysis on the whole thing on the money you make per ...,2015-05-31 18:31:25+00:00,18716,367,59.0
56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,His channel - https://www.youtube.com/user/thefunky31 My vid on his channel - https://www.youtube.com/watch?v=tGmtv6QM1rQ ...,2015-05-15 16:48:54+00:00,16558,429,134.0
3iaDrpKdaIc,I Ubered Random People In A Tank,YOU WON'T BELIEVE HOW THEY REACTED! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-07-11 21:16:00+00:00,26230327,718441,44769.0
